user_id,age,gender,signup_date,last_login,country,purchase_amount,items_purchased,payment_method,is_returned,rating
U23567,-5,,,N/A,U.S.A,5365.211381717872,3,COD,N,6
U02524,53,female,09-07-2019,,India,3741.4444533808446,6,Debit Card,yes,5
U09277,11,Male,,,Germany,4096.527991401599,0,Credit Card,yes,5
U18863,51,male,09-07-2019,,U.K.,2423.5217259308342,14,COD,Y,2
U09885,42,Female,2020-07-19,2021-08-02 00:00:00,USA,5343.395089469206,7,creditcard,,6
U26891,26,Male,29/10/2019,N/A,United States,7118.6892356794,1,creditcard,Y,5
U21538,72,Female,29/10/2019,,India,8640.419889559198,1,,yes,6
U00778,31,F,29/10/2019,,India,5184.59460342293,1,creditcard,Y,
U29165,10,F,09-07-2019,,,2933.8978910824726,2,COD,Yes,6
U26161,79,male,09-07-2019,,India,4254.93315077409,9,Debit Card,yes,five
U01492,63,Male,09-07-2019,,Germany,7918.504994140221,9,Debit Card,,
U17044,23,,not available,N/A,U.S.A,4538.138450846857,2,upi,no,4
U17732,62,,not available,,United States,4702.692386372089,1,Credit Card,,1
U13615,15,,not available,2021-08-02 00:00:00,india,5164.1295656394805,,upi,Yes,6
U25875,73,Other,not available,2021-08-02 00:00:00,U.K.,9578.7430457663,7,,no,1
U12132,42,Female,,2021-08-02 00:00:00,U.K.,4869.880670180661,2,creditcard,Y,1
U10178,81,male,,,India,5236.69257654155,7,Credit Card,N,3
U07851,53,Other,2020-07-19,,U.K.,9255.199601667104,5,Debit Card,,5
U16288,43,F,not available,,,4347.062006963223,1,creditcard,,6
U07156,43,Other,,N/A,U.S.A,6321.541533600088,10,COD,yes,6
U02044,33,Male,09-07-2019,,U.K.,7125.93411826455,12,Credit Card,N,2
U07368,11,Female,09-07-2019,N/A,india,6891.63952936052,,creditcard,yes,2
U19900,17,Male,not available,2021-08-02 00:00:00,Germany,5092.0825262738745,9,upi,Yes,3
U13635,34,Other,29/10/2019,,U.S.A,2550.747984370626,13,upi,No,0
U25634,41,F,not available,2021-08-02 00:00:00,India,5426.307236636451,10,Debit Card,N,2
U09168,65,,not available,2021-08-02 00:00:00,U.K.,2725.9586537343152,1,NetBanking,,5
U20961,16,male,29/10/2019,N/A,germany,2552.2059996025773,8,UPI,Yes,2
U17111,57,,29/10/2019,,India,5728.346182026445,12,creditcard,Y,2
U27103,63,,29/10/2019,,Germany,2327.2479823512203,5,Debit Card,No,3
U11328,72,male,2020-07-19,2021-08-02 00:00:00,UK,3074.551937896903,10,creditcard,Yes,1
U13319,82,Other,29/10/2019,,United States,4553.751618901035,,NetBanking,no,4
U23852,89,M,,N/A,India,6611.510449576839,5,COD,yes,
U00342,11,female,2020-07-19,,Germany,1916.917553598647,3,,Yes,1
U01447,44,,not available,N/A,U.K.,6291.293151963096,12,Debit Card,Y,
U26955,31,Male,29/10/2019,N/A,U.K.,4791.823538296753,14,creditcard,N,0
U06581,,Male,,,UK,8354.085845758555,2,COD,N,five
U11851,73,,29/10/2019,,UK,7107.759246881431,4,,N,five
U06317,68,F,29/10/2019,,,847.4205833791566,11,NetBanking,No,
U16910,58,M,2020-07-19,N/A,germany,6633.629870074389,1,UPI,Yes,6
U10088,61,,,2021-08-02 00:00:00,,1414.7037709526721,5,upi,Y,2
U12946,30,,,,United States,4688.3386230236365,9,Credit Card,No,1
U26649,21,,not available,,India,5743.327956504665,3,upi,,4
U29491,20,F,not available,N/A,UK,5270.019527634134,8,NetBanking,Yes,3
U23132,63,Other,,N/A,Germany,4552.760494755369,12,NetBanking,yes,2
U16789,,F,09-07-2019,N/A,USA,3921.191900243608,12,,No,2
U14567,79,M,2020-07-19,,india,4825.003183873237,6,Credit Card,,6
U14868,23,,2020-07-19,,germany,6541.0096709653835,13,upi,N,1
U24370,42,Male,not available,2021-08-02 00:00:00,Germany,7278.735026195556,6,creditcard,,1
U09765,86,female,,2021-08-02 00:00:00,india,7294.467603736681,1,UPI,No,5
U29176,35,F,29/10/2019,,India,5377.644778820887,7,,Y,0
U20124,23,F,09-07-2019,,UK,5601.314587670895,13,Credit Card,N,5
U12466,57,Male,09-07-2019,N/A,UK,3491.6311916852273,6,NetBanking,,2
U28803,74,,not available,2021-08-02 00:00:00,Germany,3319.457580321248,,Debit Card,yes,1
U18230,55,Male,29/10/2019,,,7248.542630146589,8,COD,yes,4
U17862,64,M,29/10/2019,N/A,U.K.,7553.338598566771,-1,upi,Y,3
U10587,83,,2020-07-19,,United States,1784.9968878101367,13,COD,,4
U00771,83,,,,Germany,5837.996599407068,3,UPI,,4
U21909,77,Male,29/10/2019,,,2756.9426571063395,1,Debit Card,no,1
U16300,87,Male,,,germany,4187.88346687756,ten,Credit Card,Yes,6
U08770,21,,,2021-08-02 00:00:00,UK,5926.21285481223,3,Debit Card,no,6
U11093,63,male,not available,N/A,India,4358.19395435543,13,NetBanking,yes,0
U13803,73,female,,N/A,United States,7197.202362605296,14,UPI,no,5
U00193,56,,09-07-2019,N/A,USA,5301.740732084249,12,,No,3
U02007,46,female,09-07-2019,N/A,India,3761.118921433783,8,UPI,No,3
U17569,83,Other,29/10/2019,2021-08-02 00:00:00,U.K.,6105.974220907121,12,NetBanking,,5
U18778,50,F,,,U.S.A,944.4101851706669,6,Debit Card,No,6
U11190,36,female,29/10/2019,N/A,india,6421.15788412288,8,COD,yes,5
U09984,51,M,2020-07-19,N/A,USA,6736.290988960208,5,,No,5
U09302,85,F,,N/A,india,5643.607342595336,11,Debit Card,Yes,
U20389,77,,2020-07-19,2021-08-02 00:00:00,India,4704.249547791089,9,Credit Card,,0
U07429,38,Other,09-07-2019,2021-08-02 00:00:00,UK,10368.490243547147,ten,creditcard,no,2
U02261,45,Male,29/10/2019,2021-08-02 00:00:00,U.K.,6789.25626595535,3,Debit Card,No,0
U20120,66,female,2020-07-19,,UK,4004.117235629422,14,upi,No,1
U28369,87,Other,,,USA,2824.5232395304806,12,Debit Card,,five
U26512,21,Other,not available,,,3755.9639198685,11,,Yes,
U06716,54,Other,29/10/2019,2021-08-02 00:00:00,U.S.A,7674.377708101209,1,Credit Card,no,
U21259,29,F,29/10/2019,,Germany,3884.157972668112,1,,no,0
U28933,54,male,29/10/2019,2021-08-02 00:00:00,germany,7492.808887112026,0,COD,No,3
U08921,32,male,2020-07-19,,Germany,6875.437482176244,11,upi,N,5
U04378,71,F,29/10/2019,,India,5699.092024774381,11,creditcard,Y,3
U07815,43,Male,not available,N/A,India,9407.385198761836,,UPI,yes,3
U13778,30,F,2020-07-19,2021-08-02 00:00:00,U.K.,4754.344334174054,,NetBanking,N,5
U19835,60,female,09-07-2019,2021-08-02 00:00:00,,8183.339635870729,2,upi,N,0
U29033,18,Male,29/10/2019,,,6026.529466822661,3,upi,Y,2
U24000,83,female,09-07-2019,,USA,8235.779062333557,2,Credit Card,No,6
U12728,19,Female,09-07-2019,,United States,4182.939723340177,ten,,,5
U10332,61,,29/10/2019,,United States,814.7113665051475,1,,,3
U09836,54,Male,09-07-2019,,U.K.,5662.782348145569,1,creditcard,No,2
U02800,61,M,not available,2021-08-02 00:00:00,germany,4106.632700266423,2,UPI,N,5
U29538,39,male,not available,2021-08-02 00:00:00,Germany,3783.503345371045,7,,,
U08333,73,Male,,,UK,9433.704794826423,ten,creditcard,Yes,4
U05410,11,male,09-07-2019,2021-08-02 00:00:00,,3482.583978817788,7,,Y,1
U17839,58,Other,not available,N/A,United States,6178.282409899348,-1,,yes,6
U23276,54,female,,,United States,7245.549321136819,4,COD,,4
U05808,26,male,2020-07-19,2021-08-02 00:00:00,india,6459.477343393284,7,upi,No,3
U06796,37,Female,09-07-2019,,,5383.530838501629,6,NetBanking,,
U21180,54,F,09-07-2019,N/A,U.S.A,6931.757536431212,12,upi,Yes,2
U21477,26,,29/10/2019,,germany,4355.780590217598,7,Credit Card,no,five
U10288,68,F,,N/A,UK,8234.848445731599,2,UPI,Yes,5
U17709,23,F,2020-07-19,2021-08-02 00:00:00,,2302.6888365140417,13,,Y,1
U21360,19,F,not available,,India,5745.439517336762,8,NetBanking,yes,
U25789,87,female,,,UK,1152.431814385961,6,,Yes,1
U17543,twenty,female,29/10/2019,N/A,Germany,5336.069116999686,3,Debit Card,N,3
U04650,27,F,,,,5056.488981257659,7,UPI,No,
U29075,44,F,09-07-2019,,Germany,6473.9111194023635,10,creditcard,,
U04987,57,Male,09-07-2019,2021-08-02 00:00:00,Germany,6189.7804644159405,ten,,No,5
U15200,67,Other,not available,,,4090.8456191322853,9,,No,1
U04697,27,F,09-07-2019,,UK,2027.5345478951158,10,NetBanking,No,five
U16724,61,F,not available,,United States,1976.1744246242256,5,NetBanking,Y,0
U03828,39,Male,09-07-2019,N/A,India,3130.4549504831148,,,no,4
U18352,46,Other,,2021-08-02 00:00:00,USA,8324.838247588781,12,upi,Y,6
U17087,49,F,not available,,U.K.,5912.643408420313,7,Credit Card,,
U12605,15,male,,N/A,,6536.356395350256,8,UPI,N,0
U05482,88,,2020-07-19,2021-08-02 00:00:00,,6873.415675258914,10,,Y,5
U27005,44,,,,U.S.A,2573.4471383314303,11,NetBanking,yes,1
U22760,35,Other,2020-07-19,,UK,5600.670249458309,7,NetBanking,No,3
U18184,39,Other,29/10/2019,,U.K.,6240.467671508528,-1,COD,yes,3
U05463,84,Other,,,UK,4514.843014434034,0,UPI,Yes,1
U13860,33,Female,09-07-2019,2021-08-02 00:00:00,,5763.340272651263,7,Debit Card,yes,1
U04912,64,Male,09-07-2019,2021-08-02 00:00:00,,1716.6049693831615,12,,Yes,5
U04648,87,,,,United States,4294.612797885155,10,,N,5
U00855,18,Male,,,Germany,5538.682251930884,7,UPI,yes,3
U26388,71,female,2020-07-19,,U.K.,2723.1589644447836,1,,Yes,5
U02866,27,,09-07-2019,N/A,Germany,1411.0010079334656,12,,Y,2
U11834,60,male,29/10/2019,2021-08-02 00:00:00,UK,5200.820565965293,11,,yes,1
U16294,28,female,29/10/2019,,India,2425.4234710645455,2,creditcard,,4
U16566,78,Male,,,india,5350.772315818263,5,Credit Card,,2
U03112,?,male,2020-07-19,N/A,U.S.A,3671.8364313906322,14,Credit Card,Yes,4
U22054,42,Male,not available,N/A,U.S.A,6689.198341070173,7,,no,6
U04492,47,M,09-07-2019,2021-08-02 00:00:00,United States,4120.503712459697,11,upi,No,6
U22207,22,Female,09-07-2019,N/A,,6210.635625448452,0,UPI,,2
U15114,58,Male,29/10/2019,,,5364.188445735728,0,Credit Card,yes,3
U01517,82,Male,29/10/2019,2021-08-02 00:00:00,USA,6297.432939482096,4,,,5
U16018,62,male,29/10/2019,,UK,5721.997006413896,5,Credit Card,,6
U21386,10,Female,,N/A,USA,3503.534483256547,8,upi,Yes,4
U17740,21,male,not available,2021-08-02 00:00:00,U.S.A,8234.848445731599,7,creditcard,Y,0
U26750,33,male,not available,2021-08-02 00:00:00,,-1255.5241555363464,8,Credit Card,No,6
U20013,10,,29/10/2019,,U.S.A,1928.9820343330666,3,COD,N,6
U20012,77,,,,germany,6608.498025546012,0,Debit Card,No,4
U28672,16,Other,2020-07-19,,,907.1646405299666,0,UPI,Yes,6
U11431,78,Female,,,U.K.,5467.8816011821455,-1,Credit Card,No,6
U28267,48,Other,09-07-2019,N/A,U.K.,3511.364050241516,7,Debit Card,yes,5
U08210,41,F,09-07-2019,2021-08-02 00:00:00,USA,3008.717419130789,11,Credit Card,N,4
U11595,58,Other,29/10/2019,,,5514.043072126154,3,,Yes,2
U12871,40,Male,not available,N/A,United States,3798.591970566641,7,Credit Card,yes,2
U12743,88,female,not available,,,993.482134961032,3,Credit Card,,
U27580,12,female,09-07-2019,N/A,india,5384.840407409182,8,creditcard,Y,0
U22516,56,Other,09-07-2019,2021-08-02 00:00:00,USA,3020.0890359885525,12,Debit Card,no,0
U09324,24,Female,29/10/2019,,India,3654.6744527043384,-1,UPI,,
U11531,60,Male,not available,,U.S.A,1391.3896059916601,1,Debit Card,Y,0
U06588,?,M,09-07-2019,,Germany,2746.818204341152,7,creditcard,,five
U03311,200,Female,29/10/2019,2021-08-02 00:00:00,U.S.A,5025.983321444708,6,,,
U22432,83,female,2020-07-19,N/A,USA,5948.436606838914,ten,,no,1
U27948,30,,,,India,7318.279301040737,11,upi,,6
U22630,50,,2020-07-19,,,5027.3010008925685,-1,upi,,2
U00987,12,male,2020-07-19,,india,1829.5047434653711,14,,yes,2
U03321,10,Female,09-07-2019,N/A,U.S.A,6508.23334641422,10,Debit Card,yes,4
U15812,30,male,not available,,,7474.874446043481,3,upi,No,5
U04615,84,female,09-07-2019,,U.K.,6323.654154423086,7,UPI,,3
U15512,89,Female,2020-07-19,2021-08-02 00:00:00,United States,5452.567493104183,0,NetBanking,No,
U13146,30,male,,N/A,U.S.A,5273.660389428273,6,,Yes,five
U24749,84,M,2020-07-19,,India,5366.4767540265375,ten,upi,yes,4
U13654,58,M,09-07-2019,,,4473.328454505778,ten,,N,2
U20125,74,Other,29/10/2019,N/A,india,2568.8906071076735,1,COD,Yes,five
U03052,50,Female,09-07-2019,2021-08-02 00:00:00,USA,3123.872902564019,10,Credit Card,Y,5
U22958,76,Male,09-07-2019,2021-08-02 00:00:00,UK,5108.631303013521,11,upi,No,1
U00726,51,female,09-07-2019,,india,3958.8373136624323,14,Debit Card,Y,
U03760,78,F,not available,N/A,U.K.,7860.973425750085,-1,UPI,Y,5
U22190,66,F,29/10/2019,2021-08-02 00:00:00,United States,2440.9593216091675,12,NetBanking,yes,0
U01875,52,male,not available,N/A,,6210.510516638867,5,Debit Card,Yes,4
U23377,21,female,,,U.S.A,6587.903188547449,-1,,no,0
U13969,87,Female,not available,,India,1741.0089805478901,8,NetBanking,,five
U04033,73,female,2020-07-19,,india,3538.757984420841,1,COD,yes,1
U05443,60,Other,2020-07-19,,UK,-709.095971559892,11,UPI,yes,5
U17373,82,M,,,india,7155.072860055163,-1,UPI,,0
U03744,69,,2020-07-19,2021-08-02 00:00:00,USA,4303.54447898183,12,NetBanking,Yes,1
U27262,80,,2020-07-19,,UK,4217.658659949217,-1,,,five
U24995,89,Male,,,UK,4497.889879948882,0,creditcard,N,five
U16977,37,Male,09-07-2019,,,5747.347148087183,3,creditcard,Y,five
U01774,80,,,,,5079.316006423552,6,,,5
U10651,23,Male,,,U.S.A,3174.791406905658,5,creditcard,Yes,0
U00935,41,male,29/10/2019,,U.K.,7230.5804608422795,4,COD,,3
U13395,17,M,29/10/2019,2021-08-02 00:00:00,,5467.275919982492,6,,Yes,
U29808,36,Other,not available,,Germany,6201.0403790454675,-1,,no,3
U03808,59,M,,,India,2502.4245576376566,12,NetBanking,,1
U16715,68,,29/10/2019,,,1524.1630744484673,7,COD,no,1
U11641,66,male,2020-07-19,,Germany,5747.347148087183,2,COD,yes,5
U24306,12,M,not available,,germany,2171.5824410763444,6,Credit Card,No,1
U19086,36,,,,UK,3733.2402969223513,11,NetBanking,Y,0
U14376,43,F,,,U.S.A,4470.517190012621,5,NetBanking,N,4
U28582,35,,not available,,Germany,2056.629251236397,5,upi,Yes,
U05889,49,female,2020-07-19,,UK,4644.695537986477,3,Credit Card,yes,6
U05054,41,Female,,,,-745.0339709720683,-1,Debit Card,,0
U03868,50,male,,,india,1703.8274969187742,7,UPI,,2
U20584,11,Male,2020-07-19,2021-08-02 00:00:00,germany,6202.463455187326,1,creditcard,no,6
U16585,81,female,not available,N/A,U.S.A,2260.135176091701,0,,,2
U18881,16,Male,2020-07-19,,United States,3573.3552575146873,-1,UPI,,4
U01842,28,F,not available,2021-08-02 00:00:00,United States,8548.295993901695,4,Credit Card,Yes,2
U10058,42,F,2020-07-19,,Germany,6898.92245415212,5,COD,,1
U26572,11,Other,29/10/2019,,United States,7254.6359151594515,11,upi,no,5
U29961,76,,09-07-2019,,germany,4210.278941324305,12,UPI,,1
U09101,87,F,,,United States,7255.565867281696,14,UPI,Y,2
U12497,24,M,,,Germany,2793.807237907121,6,NetBanking,Yes,0
U04658,30,,,,india,4186.938283417901,5,upi,,6
U11381,87,female,not available,,india,3454.717448397902,0,UPI,No,5
U07544,68,,09-07-2019,N/A,india,6043.903371741501,7,UPI,Y,3
U07718,?,,29/10/2019,2021-08-02 00:00:00,U.S.A,3400.103331500812,7,Debit Card,,0
U13851,48,M,09-07-2019,,Germany,6091.010562963794,6,NetBanking,Y,
U17154,29,Other,29/10/2019,2021-08-02 00:00:00,UK,5668.757902504665,6,Credit Card,No,5
U19539,10,Female,,,India,4626.024686662437,,,no,1
U27077,82,,not available,2021-08-02 00:00:00,india,7417.959206560942,-1,COD,yes,2
U27290,18,Other,09-07-2019,,,2313.9817366536063,10,upi,no,1
U29300,60,male,2020-07-19,,USA,5793.835971408024,3,creditcard,No,1
U11777,47,Male,not available,,india,3104.071658385191,9,creditcard,,3
U01628,24,F,09-07-2019,,USA,9476.50678760244,5,,Y,five
U00386,-5,F,2020-07-19,,U.S.A,10704.591452111361,ten,NetBanking,,2
U06031,50,female,,,India,6511.303280052435,7,COD,,2
U27997,56,male,not available,N/A,USA,8174.706254982372,13,COD,,
U06439,35,,09-07-2019,,U.S.A,9429.689534955465,12,,no,2
U22785,63,F,,2021-08-02 00:00:00,United States,1649.4170224217887,12,creditcard,yes,5
U13392,79,Female,29/10/2019,,U.K.,6392.8727294640075,12,,Y,0
U20392,48,Other,,N/A,USA,4577.234504307303,14,creditcard,,1
U28669,26,,09-07-2019,N/A,USA,5620.565616708729,5,Debit Card,No,4
U28939,79,,,,germany,2878.1469204810114,10,creditcard,Yes,five
U18850,18,Male,09-07-2019,,india,6641.756131801585,13,NetBanking,,4
U02282,55,M,not available,,USA,7050.023327661625,7,COD,no,
U01856,15,male,09-07-2019,,,5673.151455119916,3,,no,6
U15670,77,M,not available,2021-08-02 00:00:00,Germany,3713.682981272191,,Credit Card,Yes,2
U24364,25,female,09-07-2019,2021-08-02 00:00:00,India,5289.0904592993875,12,COD,yes,
U01998,38,F,,2021-08-02 00:00:00,,923.0415056827478,4,UPI,Y,1
U05476,50,M,2020-07-19,,,2316.5539066163706,1,,no,1
U09428,77,male,09-07-2019,,United States,2818.1903403140805,3,,No,3
U04669,71,female,,,U.K.,5189.345505074397,,Debit Card,Y,1
U12336,49,Female,29/10/2019,,India,1729.4459194979959,10,Credit Card,Y,5
U09342,71,female,not available,2021-08-02 00:00:00,germany,5730.238253864989,5,COD,Y,0
U20702,33,Female,29/10/2019,N/A,UK,1749.7109387819905,9,NetBanking,Y,4
U07064,15,Female,,N/A,UK,5141.675711566983,-1,NetBanking,,3
U07446,49,,not available,N/A,,5223.41592805432,4,NetBanking,N,4
U17815,79,F,,N/A,India,2340.9288039278135,10,,Yes,6
U05624,67,male,09-07-2019,,Germany,4565.616335821493,7,,Y,
U07461,23,M,not available,,U.K.,5378.601111566036,0,Debit Card,N,five
U01819,87,,29/10/2019,,United States,7621.658373839227,6,,Yes,five
U10516,54,Male,29/10/2019,,U.K.,7006.3452994737345,4,upi,Y,3
U13749,15,F,29/10/2019,2021-08-02 00:00:00,,7248.30750463976,3,upi,no,1
U17514,32,M,09-07-2019,,germany,-1123.7587126362114,0,Credit Card,N,2
U22947,71,,2020-07-19,N/A,United States,4179.4276472467645,11,creditcard,N,2
U02658,-5,Male,29/10/2019,,,3167.075286269396,2,Credit Card,No,2
U03500,26,male,,,U.K.,9077.43865769193,10,Debit Card,no,4
U24950,-5,F,,,UK,6364.48218881852,1,Debit Card,,
U02120,79,Female,2020-07-19,,U.K.,8327.97864413961,6,,No,1
U04020,37,Male,not available,,USA,4406.705311127238,,,No,2
U10213,22,Female,29/10/2019,2021-08-02 00:00:00,USA,5151.0130023506845,11,NetBanking,no,
U28281,38,male,not available,N/A,Germany,6612.696958200756,6,UPI,Y,5
U29725,54,,29/10/2019,,U.S.A,4549.353502514965,9,Debit Card,no,4
U03259,29,Other,not available,2021-08-02 00:00:00,USA,2600.002247056956,6,,,6
U28011,67,F,29/10/2019,2021-08-02 00:00:00,U.K.,424.1565547221271,8,NetBanking,yes,five
U10081,twenty,,2020-07-19,2021-08-02 00:00:00,india,4481.390864532598,0,Credit Card,No,five
U01823,63,,09-07-2019,,,4874.448582042243,13,Debit Card,no,1
U17858,73,male,29/10/2019,,UK,4943.253869313805,1,NetBanking,No,6
U18626,61,M,,,USA,7330.951978097712,1,,N,1
U13467,52,Other,29/10/2019,N/A,India,8886.80086861584,12,,N,five
U19627,27,Female,,2021-08-02 00:00:00,,6986.101218753081,12,upi,Yes,1
U06990,-5,F,29/10/2019,,,3295.618556026248,3,NetBanking,no,4
U21544,63,,2020-07-19,N/A,germany,3464.6595060696736,-1,Debit Card,,five
U03134,69,Other,29/10/2019,N/A,India,6300.432286191098,2,COD,N,
U18454,80,M,09-07-2019,2021-08-02 00:00:00,,3058.195722544428,13,,,
U16743,10,F,not available,,germany,3152.434027177068,12,,,5
U15434,46,Other,,,India,5503.140249358492,9,COD,,2
U15007,58,Male,not available,,UK,7582.461772431025,0,COD,N,
U10233,44,Other,,N/A,germany,9433.704794826423,11,,Y,0
U16378,76,female,09-07-2019,,Germany,5267.135150072417,12,Credit Card,Y,
U01141,44,Other,2020-07-19,2021-08-02 00:00:00,india,4587.453511673778,0,COD,no,4
U18019,18,Other,2020-07-19,,UK,6372.4065630570985,1,UPI,Y,five
U20384,46,F,,N/A,Germany,6341.779393444241,,creditcard,yes,3
U10135,69,M,29/10/2019,2021-08-02 00:00:00,,2727.145855489789,9,upi,Yes,0
U12966,65,,09-07-2019,,United States,9295.36049088616,9,,no,2
U03361,21,female,09-07-2019,2021-08-02 00:00:00,germany,4341.969215447783,,COD,yes,4
U22967,80,,09-07-2019,,germany,4157.01908091666,14,,N,6
U07835,80,M,not available,N/A,,5825.895983772784,2,UPI,yes,2
U11172,13,Other,not available,N/A,United States,5398.645243059877,10,Debit Card,Yes,2
U16390,70,female,09-07-2019,2021-08-02 00:00:00,,2437.1405873234426,0,COD,Y,1
U03267,54,Other,09-07-2019,N/A,U.S.A,5988.6649580988915,1,,,4
U06564,59,,not available,2021-08-02 00:00:00,,7460.490322780479,5,,,five
U26167,59,,,N/A,,3832.950330651146,1,COD,,6
U21312,83,female,not available,2021-08-02 00:00:00,,2680.283150997897,ten,upi,No,3
U27840,57,female,29/10/2019,,india,3044.196730369592,7,UPI,N,0
U18990,32,,09-07-2019,2021-08-02 00:00:00,germany,5455.052143182011,12,Credit Card,yes,0
U11411,17,F,,,UK,3405.6548322838603,11,creditcard,Y,
U05906,,F,,2021-08-02 00:00:00,germany,4580.72428592611,2,upi,N,6
U16028,38,male,not available,,india,3816.70239635797,-1,Debit Card,Y,3
U19657,52,Other,,2021-08-02 00:00:00,germany,7431.359576110823,10,Debit Card,,4
U07611,62,Other,2020-07-19,,United States,8579.95548362981,6,Credit Card,yes,2
U17297,15,F,not available,2021-08-02 00:00:00,UK,7251.706752632855,4,upi,yes,five
U02011,33,male,not available,2021-08-02 00:00:00,india,3883.972082455067,8,UPI,Yes,2
U17826,83,female,not available,2021-08-02 00:00:00,India,6121.56760946846,7,creditcard,no,3
U21930,23,F,29/10/2019,2021-08-02 00:00:00,UK,4262.865508367847,6,creditcard,,five
U11246,61,Female,2020-07-19,N/A,U.K.,3994.9602408897663,4,,Yes,2
U13790,79,F,,2021-08-02 00:00:00,U.S.A,3546.0945650708522,ten,,Y,0
U11738,13,female,09-07-2019,2021-08-02 00:00:00,U.S.A,3070.589027740108,0,creditcard,yes,2
U28797,67,,2020-07-19,,U.K.,6243.739916715142,14,creditcard,no,five
U14730,88,F,not available,N/A,U.S.A,6336.14524561422,,creditcard,Y,5
U29488,46,Male,09-07-2019,N/A,USA,3365.6223918137594,5,,,6
U11120,57,Male,not available,2021-08-02 00:00:00,Germany,5575.802026790386,0,,Y,0
U18213,48,male,29/10/2019,,USA,2850.041328206611,12,creditcard,Y,3
U08767,75,male,not available,N/A,germany,3966.9886925710007,4,NetBanking,no,6
U22852,22,Female,2020-07-19,,UK,872.9762329021469,6,COD,no,1
U13703,75,male,29/10/2019,,india,7747.926027344267,2,UPI,no,
U00929,69,,not available,2021-08-02 00:00:00,India,8433.627925326491,5,upi,yes,0
U11951,50,,2020-07-19,,U.S.A,3922.8145497554865,11,Credit Card,N,3
U20083,41,male,,2021-08-02 00:00:00,USA,7953.818429868212,5,upi,,
U26039,61,,not available,,,4085.818566497698,,,N,3
U27851,14,,29/10/2019,,,8431.075395378299,14,upi,no,five
U15845,76,,,N/A,india,9664.54785484032,11,COD,Yes,5
U29504,75,,not available,2021-08-02 00:00:00,germany,3030.210919454399,10,upi,,3
U17438,87,Other,,,United States,8298.267951769913,3,,no,5
U15747,61,,09-07-2019,,india,1921.4063277384253,3,,no,3
U05744,58,,09-07-2019,N/A,UK,6091.010562963794,,Debit Card,Yes,1
U18284,38,,29/10/2019,,U.K.,4613.287512724897,13,creditcard,yes,1
U09649,47,Other,not available,2021-08-02 00:00:00,india,5249.705348763446,4,NetBanking,,5
U06980,79,male,2020-07-19,N/A,UK,3856.2245845697844,1,NetBanking,yes,4
U07069,17,male,,N/A,,5424.878240028254,ten,UPI,N,2
U09591,68,,2020-07-19,,UK,7355.892848125436,4,NetBanking,yes,0
U19799,64,male,29/10/2019,,USA,7293.935669885511,,upi,Yes,five
U00442,11,male,,,india,3984.2166576259333,-1,,yes,0
U28226,35,Other,not available,,germany,6917.3868254221325,1,upi,,1
U22602,72,Other,not available,2021-08-02 00:00:00,U.K.,4461.215337713005,5,Debit Card,Y,4
U04652,26,Male,2020-07-19,2021-08-02 00:00:00,,2949.396643857398,8,creditcard,Yes,five
U24323,68,Other,2020-07-19,,United States,6277.192152371083,0,COD,Y,0
U24217,25,female,29/10/2019,,,6280.014733201611,,Debit Card,,0
U09370,67,female,29/10/2019,,germany,5778.503306234898,14,COD,Y,5
U07597,73,male,,2021-08-02 00:00:00,U.K.,6776.9216808175,14,Debit Card,No,five
U14325,59,F,09-07-2019,,USA,3121.187590960711,7,,yes,0
U04458,200,Female,not available,,india,4189.452249147762,,NetBanking,no,6
U06591,35,Other,,N/A,UK,6161.0510097746155,5,,,4
U16346,26,male,09-07-2019,2021-08-02 00:00:00,,2875.9256339317562,0,upi,No,4
U25833,55,,not available,,,6879.4500860047565,-1,UPI,Y,2
U11826,77,female,2020-07-19,N/A,U.K.,4741.651675095935,12,UPI,no,0
U26417,59,,,,germany,5378.513378889566,14,,,five
U18693,52,Other,29/10/2019,,,3515.7693227201635,2,Debit Card,Y,4
U14138,57,M,29/10/2019,,germany,7215.898408899221,4,creditcard,,3
U22652,77,,,,,6130.1776904714625,ten,upi,Yes,6
U17294,28,,not available,,Germany,3885.0870596581367,14,NetBanking,N,3
U20724,34,male,2020-07-19,,,3687.042782618638,5,Credit Card,,2
U29213,81,M,,N/A,india,6079.84804212611,12,,no,five
U20393,27,Male,09-07-2019,N/A,india,2526.5235490071764,0,upi,,five
U23012,60,Male,2020-07-19,,germany,6811.707132792137,2,COD,,5
U02169,27,M,29/10/2019,N/A,Germany,5678.315626322546,13,Debit Card,yes,1
U18556,67,M,2020-07-19,N/A,United States,5343.190229454951,0,upi,,5
U22052,73,female,not available,N/A,,3935.6905004685104,10,Debit Card,Yes,2
U06313,80,F,not available,,U.K.,7108.862122782892,0,creditcard,Yes,1
U08315,66,Female,2020-07-19,,,1925.9759054551796,14,Debit Card,yes,0
U08036,26,Other,29/10/2019,2021-08-02 00:00:00,U.K.,2662.771362902012,3,NetBanking,yes,
U27734,68,M,2020-07-19,N/A,U.K.,4244.133574186245,1,upi,Yes,5
U23173,76,Female,29/10/2019,2021-08-02 00:00:00,,3036.827702162624,1,COD,,6
U00785,24,female,,,United States,3311.9936283497077,6,upi,Y,3
U06139,35,,not available,2021-08-02 00:00:00,United States,6660.7419015978285,14,,yes,1
