,user_id,age,gender,signup_date,last_login,country,purchase_amount,items_purchased,payment_method,is_returned,rating
4184,U28803,74,,not available,2021-08-02 00:00:00,Germany,3319.4575,7,Debitcard,Y,1
4185,U18230,55,M,29/10/2019,,,7248.5425,8,Cod,Y,4
4186,U17862,64,M,29/10/2019,,U.k.,7553.3384,0,Upi,Y,3
4187,U10587,83,,2020-07-19,,United states,1784.997,13,Cod,Unknown,4
4188,U00771,83,,,,Germany,5837.9966,3,Upi,Unknown,4
4189,U21909,77,M,29/10/2019,,,2756.9426,1,Debitcard,N,1
4190,U16300,87,M,,,Germany,4187.8833,10,Credit card,Y,5
4191,U08770,21,,,2021-08-02 00:00:00,Uk,5926.213,3,Debitcard,N,5
4192,U11093,63,M,not available,,India,4358.194,13,Netbanking,Y,0
4193,U13803,73,F,,,United states,7197.202,14,Upi,N,5
4194,U00193,56,,09-07-2019,,USA,5301.7407,12,Unknown,N,3
4195,U02007,46,F,09-07-2019,,India,3761.119,8,Upi,N,3
4196,U17569,83,Other,29/10/2019,2021-08-02 00:00:00,U.k.,6105.974,12,Netbanking,Unknown,5
4197,U18778,50,F,,,U.s.a,944.41016,6,Debitcard,N,5
4198,U11190,36,F,29/10/2019,,India,6421.1577,8,Cod,Y,5
4199,U09984,51,M,2020-07-19,,USA,6736.291,5,Unknown,N,5
4200,U09302,85,F,,,India,5643.6074,11,Debitcard,Y,3
4201,U20389,77,,2020-07-19,2021-08-02 00:00:00,India,4704.2495,9,Credit card,Unknown,0
4202,U07429,38,Other,09-07-2019,2021-08-02 00:00:00,Uk,10368.49,10,Creditcard,N,2
4203,U02261,45,M,29/10/2019,2021-08-02 00:00:00,U.k.,6789.2563,3,Debitcard,N,0
4204,U20120,66,F,2020-07-19,,Uk,4004.1172,14,Upi,N,1
4205,U28369,87,Other,,,USA,2824.5232,12,Debitcard,Unknown,5
4206,U26512,21,Other,not available,,,3755.9639,11,Unknown,Y,3
4207,U06716,54,Other,29/10/2019,2021-08-02 00:00:00,U.s.a,7674.378,1,Credit card,N,3
4208,U21259,29,F,29/10/2019,,Germany,3884.158,1,Unknown,N,0
4209,U28933,54,M,29/10/2019,2021-08-02 00:00:00,Germany,7492.809,0,Cod,N,3
4210,U08921,32,M,2020-07-19,,Germany,6875.4375,11,Upi,N,5
4211,U04378,71,F,29/10/2019,,India,5699.092,11,Creditcard,Y,3
4212,U07815,43,M,not available,,India,9407.385,7,Upi,Y,3
4213,U13778,30,F,2020-07-19,2021-08-02 00:00:00,U.k.,4754.344,7,Netbanking,N,5
4214,U19835,60,F,09-07-2019,2021-08-02 00:00:00,,8183.34,2,Upi,N,0
4215,U29033,18,M,29/10/2019,,,6026.5293,3,Upi,Y,2
4216,U24000,83,F,09-07-2019,,USA,8235.779,2,Credit card,N,5
4217,U12728,19,F,09-07-2019,,United states,4182.94,10,Unknown,Unknown,5
4218,U10332,61,,29/10/2019,,United states,814.71136,1,Unknown,Unknown,3
4219,U09836,54,M,09-07-2019,,U.k.,5662.782,1,Creditcard,N,2
4220,U02800,61,M,not available,2021-08-02 00:00:00,Germany,4106.633,2,Upi,N,5
4221,U29538,39,M,not available,2021-08-02 00:00:00,Germany,3783.5034,7,Unknown,Unknown,3
4222,U08333,73,M,,,Uk,9433.705,10,Creditcard,Y,4
4223,U05410,11,M,09-07-2019,2021-08-02 00:00:00,,3482.584,7,Unknown,Y,1
4224,U17839,58,Other,not available,,United states,6178.282,0,Unknown,Y,5
4225,U23276,54,F,,,United states,7245.5493,4,Cod,Unknown,4
4226,U05808,26,M,2020-07-19,2021-08-02 00:00:00,India,6459.4775,7,Upi,N,3
4227,U06796,37,F,09-07-2019,,,5383.531,6,Netbanking,Unknown,3
4228,U21180,54,F,09-07-2019,,U.s.a,6931.7573,12,Upi,Y,2
4229,U21477,26,,29/10/2019,,Germany,4355.781,7,Credit card,N,5
4230,U10288,68,F,,,Uk,8234.849,2,Upi,Y,5
4231,U17709,23,F,2020-07-19,2021-08-02 00:00:00,,2302.6887,13,Unknown,Y,1
4232,U21360,19,F,not available,,India,5745.4395,8,Netbanking,Y,3
4233,U25789,87,F,,,Uk,1152.4318,6,Unknown,Y,1
4234,U17543,20,F,29/10/2019,,Germany,5336.0693,3,Debitcard,N,3
4235,U04650,27,F,,,,5056.489,7,Upi,N,3
4236,U29075,44,F,09-07-2019,,Germany,6473.911,10,Creditcard,Unknown,3
4237,U04987,57,M,09-07-2019,2021-08-02 00:00:00,Germany,6189.7803,10,Unknown,N,5
4238,U15200,67,Other,not available,,,4090.8457,9,Unknown,N,1
4239,U04697,27,F,09-07-2019,,Uk,2027.5345,10,Netbanking,N,5
4240,U16724,61,F,not available,,United states,1976.1744,5,Netbanking,Y,0
4241,U03828,39,M,09-07-2019,,India,3130.4548,7,Unknown,N,4
4242,U18352,46,Other,,2021-08-02 00:00:00,USA,8324.838,12,Upi,Y,5
4243,U17087,49,F,not available,,U.k.,5912.6436,7,Credit card,Unknown,3
4244,U12605,15,M,,,,6536.3564,8,Upi,N,0
4245,U05482,88,,2020-07-19,2021-08-02 00:00:00,,6873.4155,10,Unknown,Y,5
4246,U27005,44,,,,U.s.a,2573.447,11,Netbanking,Y,1
4247,U22760,35,Other,2020-07-19,,Uk,5600.6704,7,Netbanking,N,3
4248,U18184,39,Other,29/10/2019,,U.k.,6240.468,0,Cod,Y,3
4249,U05463,84,Other,,,Uk,4514.843,0,Upi,Y,1
4250,U13860,33,F,09-07-2019,2021-08-02 00:00:00,,5763.3403,7,Debitcard,Y,1
4251,U04912,64,M,09-07-2019,2021-08-02 00:00:00,,1716.605,12,Unknown,Y,5
4252,U04648,87,,,,United states,4294.613,10,Unknown,N,5
4253,U00855,18,M,,,Germany,5538.682,7,Upi,Y,3
4254,U26388,71,F,2020-07-19,,U.k.,2723.159,1,Unknown,Y,5
4255,U02866,27,,09-07-2019,,Germany,1411.001,12,Unknown,Y,2
4256,U11834,60,M,29/10/2019,2021-08-02 00:00:00,Uk,5200.821,11,Unknown,Y,1
4257,U16294,28,F,29/10/2019,,India,2425.4236,2,Creditcard,Unknown,4
4258,U16566,78,M,,,India,5350.7725,5,Credit card,Unknown,2
4259,U03112,?,M,2020-07-19,,U.s.a,3671.8364,14,Credit card,Y,4
4260,U22054,42,M,not available,,U.s.a,6689.198,7,Unknown,N,5
4261,U04492,47,M,09-07-2019,2021-08-02 00:00:00,United states,4120.504,11,Upi,N,5
4262,U22207,22,F,09-07-2019,,,6210.6357,0,Upi,Unknown,2
4263,U15114,58,M,29/10/2019,,,5364.1885,0,Credit card,Y,3
4264,U01517,82,M,29/10/2019,2021-08-02 00:00:00,USA,6297.433,4,Unknown,Unknown,5
4265,U16018,62,M,29/10/2019,,Uk,5721.997,5,Credit card,Unknown,5
4266,U21386,10,F,,,USA,3503.5344,8,Upi,Y,4
4267,U17740,21,M,not available,2021-08-02 00:00:00,U.s.a,8234.849,7,Creditcard,Y,0
4268,U26750,33,M,not available,2021-08-02 00:00:00,,-1255.5242,8,Credit card,N,5
4269,U20013,10,,29/10/2019,,U.s.a,1928.982,3,Cod,N,5
4270,U20012,77,,,,Germany,6608.498,0,Debitcard,N,4
4271,U28672,16,Other,2020-07-19,,,907.1646,0,Upi,Y,5
4272,U11431,78,F,,,U.k.,5467.882,0,Credit card,N,5
4273,U28267,48,Other,09-07-2019,,U.k.,3511.364,7,Debitcard,Y,5
4274,U08210,41,F,09-07-2019,2021-08-02 00:00:00,USA,3008.7175,11,Credit card,N,4
4275,U11595,58,Other,29/10/2019,,,5514.043,3,Unknown,Y,2
4276,U12871,40,M,not available,,United states,3798.592,7,Credit card,Y,2
4277,U12743,88,F,not available,,,993.4821,3,Credit card,Unknown,3
4278,U27580,12,F,09-07-2019,,India,5384.8403,8,Creditcard,Y,0
4279,U22516,56,Other,09-07-2019,2021-08-02 00:00:00,USA,3020.089,12,Debitcard,N,0
4280,U09324,24,F,29/10/2019,,India,3654.6746,0,Upi,Unknown,3
4281,U11531,60,M,not available,,U.s.a,1391.3896,1,Debitcard,Y,0
4282,U06588,?,M,09-07-2019,,Germany,2746.818,7,Creditcard,Unknown,5
4283,U03311,200,F,29/10/2019,2021-08-02 00:00:00,U.s.a,5025.9834,6,Unknown,Unknown,3
4284,U22432,83,F,2020-07-19,,USA,5948.4365,10,Unknown,N,1
4285,U27948,30,,,,India,7318.2793,11,Upi,Unknown,5
4286,U22630,50,,2020-07-19,,,5027.301,0,Upi,Unknown,2
4287,U00987,12,M,2020-07-19,,India,1829.5048,14,Unknown,Y,2
4288,U03321,10,F,09-07-2019,,U.s.a,6508.2334,10,Debitcard,Y,4
4289,U15812,30,M,not available,,,7474.8745,3,Upi,N,5
4290,U04615,84,F,09-07-2019,,U.k.,6323.6543,7,Upi,Unknown,3
4291,U15512,89,F,2020-07-19,2021-08-02 00:00:00,United states,5452.5674,0,Netbanking,N,3
4292,U13146,30,M,,,U.s.a,5273.66,6,Unknown,Y,5
4293,U24749,84,M,2020-07-19,,India,5366.4766,10,Upi,Y,4
4294,U13654,58,M,09-07-2019,,,4473.3286,10,Unknown,N,2
4295,U20125,74,Other,29/10/2019,,India,2568.8906,1,Cod,Y,5
4296,U03052,50,F,09-07-2019,2021-08-02 00:00:00,USA,3123.8728,10,Credit card,Y,5
4297,U22958,76,M,09-07-2019,2021-08-02 00:00:00,Uk,5108.6313,11,Upi,N,1
4298,U00726,51,F,09-07-2019,,India,3958.8374,14,Debitcard,Y,3
4299,U03760,78,F,not available,,U.k.,7860.9736,0,Upi,Y,5
4300,U22190,66,F,29/10/2019,2021-08-02 00:00:00,United states,2440.9592,12,Netbanking,Y,0
4301,U01875,52,M,not available,,,6210.5107,5,Debitcard,Y,4
4302,U23377,21,F,,,U.s.a,6587.9033,0,Unknown,N,0
4303,U13969,87,F,not available,,India,1741.009,8,Netbanking,Unknown,5
4304,U04033,73,F,2020-07-19,,India,3538.758,1,Cod,Y,1
4305,U05443,60,Other,2020-07-19,,Uk,-709.09595,11,Upi,Y,5
4306,U17373,82,M,,,India,7155.0728,0,Upi,Unknown,0
4307,U03744,69,,2020-07-19,2021-08-02 00:00:00,USA,4303.5444,12,Netbanking,Y,1
4308,U27262,80,,2020-07-19,,Uk,4217.6587,0,Unknown,Unknown,5
4309,U24995,89,M,,,Uk,4497.8896,0,Creditcard,N,5
4310,U16977,37,M,09-07-2019,,,5747.347,3,Creditcard,Y,5
4311,U01774,80,,,,,5079.316,6,Unknown,Unknown,5
4312,U10651,23,M,,,U.s.a,3174.7915,5,Creditcard,Y,0
4313,U00935,41,M,29/10/2019,,U.k.,7230.5806,4,Cod,Unknown,3
4314,U13395,17,M,29/10/2019,2021-08-02 00:00:00,,5467.276,6,Unknown,Y,3
4315,U29808,36,Other,not available,,Germany,6201.0405,0,Unknown,N,3
4316,U03808,59,M,,,India,2502.4246,12,Netbanking,Unknown,1
4317,U16715,68,,29/10/2019,,,1524.1631,7,Cod,N,1
4318,U11641,66,M,2020-07-19,,Germany,5747.347,2,Cod,Y,5
4319,U24306,12,M,not available,,Germany,2171.5825,6,Credit card,N,1
4320,U19086,36,,,,Uk,3733.2402,11,Netbanking,Y,0
4321,U14376,43,F,,,U.s.a,4470.517,5,Netbanking,N,4
4322,U28582,35,,not available,,Germany,2056.6292,5,Upi,Y,3
4323,U05889,49,F,2020-07-19,,Uk,4644.6953,3,Credit card,Y,5
4324,U05054,41,F,,,,-745.034,0,Debitcard,Unknown,0
4325,U03868,50,M,,,India,1703.8275,7,Upi,Unknown,2
4326,U20584,11,M,2020-07-19,2021-08-02 00:00:00,Germany,6202.4634,1,Creditcard,N,5
4327,U16585,81,F,not available,,U.s.a,2260.1353,0,Unknown,Unknown,2
4328,U18881,16,M,2020-07-19,,United states,3573.3552,0,Upi,Unknown,4
4329,U01842,28,F,not available,2021-08-02 00:00:00,United states,8548.296,4,Credit card,Y,2
4330,U10058,42,F,2020-07-19,,Germany,6898.9224,5,Cod,Unknown,1
4331,U26572,11,Other,29/10/2019,,United states,7254.6357,11,Upi,N,5
4332,U29961,76,,09-07-2019,,Germany,4210.279,12,Upi,Unknown,1
4333,U09101,87,F,,,United states,7255.566,14,Upi,Y,2
4334,U12497,24,M,,,Germany,2793.8071,6,Netbanking,Y,0
4335,U04658,30,,,,India,4186.9385,5,Upi,Unknown,5
4336,U11381,87,F,not available,,India,3454.7175,0,Upi,N,5
4337,U07544,68,,09-07-2019,,India,6043.9033,7,Upi,Y,3
4338,U07718,?,,29/10/2019,2021-08-02 00:00:00,U.s.a,3400.1033,7,Debitcard,Unknown,0
4339,U13851,48,M,09-07-2019,,Germany,6091.0107,6,Netbanking,Y,3
4340,U17154,29,Other,29/10/2019,2021-08-02 00:00:00,Uk,5668.758,6,Credit card,N,5
4341,U19539,10,F,,,India,4626.025,7,Unknown,N,1
4342,U27077,82,,not available,2021-08-02 00:00:00,India,7417.959,0,Cod,Y,2
4343,U27290,18,Other,09-07-2019,,,2313.9817,10,Upi,N,1
4344,U29300,60,M,2020-07-19,,USA,5793.836,3,Creditcard,N,1
4345,U11777,47,M,not available,,India,3104.0718,9,Creditcard,Unknown,3
4346,U01628,24,F,09-07-2019,,USA,9476.507,5,Unknown,Y,5
4347,U00386,-5,F,2020-07-19,,U.s.a,10704.592,10,Netbanking,Unknown,2
4348,U06031,50,F,,,India,6511.303,7,Cod,Unknown,2
4349,U27997,56,M,not available,,USA,8174.706,13,Cod,Unknown,3
4350,U06439,35,,09-07-2019,,U.s.a,9429.689,12,Unknown,N,2
4351,U22785,63,F,,2021-08-02 00:00:00,United states,1649.417,12,Creditcard,Y,5
4352,U13392,79,F,29/10/2019,,U.k.,6392.8726,12,Unknown,Y,0
4353,U20392,48,Other,,,USA,4577.2344,14,Creditcard,Unknown,1
4354,U28669,26,,09-07-2019,,USA,5620.5654,5,Debitcard,N,4
4355,U28939,79,,,,Germany,2878.147,10,Creditcard,Y,5
4356,U18850,18,M,09-07-2019,,India,6641.7563,13,Netbanking,Unknown,4
4357,U02282,55,M,not available,,USA,7050.0234,7,Cod,N,3
4358,U01856,15,M,09-07-2019,,,5673.1514,3,Unknown,N,5
4359,U15670,77,M,not available,2021-08-02 00:00:00,Germany,3713.6829,7,Credit card,Y,2
4360,U24364,25,F,09-07-2019,2021-08-02 00:00:00,India,5289.0903,12,Cod,Y,3
4361,U01998,38,F,,2021-08-02 00:00:00,,923.0415,4,Upi,Y,1
4362,U05476,50,M,2020-07-19,,,2316.554,1,Unknown,N,1
4363,U09428,77,M,09-07-2019,,United states,2818.1904,3,Unknown,N,3
4364,U04669,71,F,,,U.k.,5189.3457,7,Debitcard,Y,1
4365,U12336,49,F,29/10/2019,,India,1729.4459,10,Credit card,Y,5
4366,U09342,71,F,not available,2021-08-02 00:00:00,Germany,5730.2383,5,Cod,Y,0
4367,U20702,33,F,29/10/2019,,Uk,1749.7109,9,Netbanking,Y,4
4368,U07064,15,F,,,Uk,5141.676,0,Netbanking,Unknown,3
4369,U07446,49,,not available,,,5223.416,4,Netbanking,N,4
4370,U17815,79,F,,,India,2340.9287,10,Unknown,Y,5
4371,U05624,67,M,09-07-2019,,Germany,4565.616,7,Unknown,Y,3
4372,U07461,23,M,not available,,U.k.,5378.601,0,Debitcard,N,5
4373,U01819,87,,29/10/2019,,United states,7621.658,6,Unknown,Y,5
4374,U10516,54,M,29/10/2019,,U.k.,7006.345,4,Upi,Y,3
4375,U13749,15,F,29/10/2019,2021-08-02 00:00:00,,7248.3076,3,Upi,N,1
4376,U17514,32,M,09-07-2019,,Germany,-1123.7587,0,Credit card,N,2
4377,U22947,71,,2020-07-19,,United states,4179.4277,11,Creditcard,N,2
4378,U02658,-5,M,29/10/2019,,,3167.0752,2,Credit card,N,2
4379,U03500,26,M,,,U.k.,9077.438,10,Debitcard,N,4
4380,U24950,-5,F,,,Uk,6364.4824,1,Debitcard,Unknown,3
4381,U02120,79,F,2020-07-19,,U.k.,8327.979,6,Unknown,N,1
4382,U04020,37,M,not available,,USA,4406.705,7,Unknown,N,2
4383,U10213,22,F,29/10/2019,2021-08-02 00:00:00,USA,5151.013,11,Netbanking,N,3
4384,U28281,38,M,not available,,Germany,6612.697,6,Upi,Y,5
4385,U29725,54,,29/10/2019,,U.s.a,4549.3535,9,Debitcard,N,4
4386,U03259,29,Other,not available,2021-08-02 00:00:00,USA,2600.0022,6,Unknown,Unknown,5
4387,U28011,67,F,29/10/2019,2021-08-02 00:00:00,U.k.,424.15656,8,Netbanking,Y,5
4388,U10081,20,,2020-07-19,2021-08-02 00:00:00,India,4481.3906,0,Credit card,N,5
4389,U01823,63,,09-07-2019,,,4874.4487,13,Debitcard,N,1
4390,U17858,73,M,29/10/2019,,Uk,4943.254,1,Netbanking,N,5
4391,U18626,61,M,,,USA,7330.952,1,Unknown,N,1
4392,U13467,52,Other,29/10/2019,,India,8886.801,12,Unknown,N,5
4393,U19627,27,F,,2021-08-02 00:00:00,,6986.101,12,Upi,Y,1
4394,U06990,-5,F,29/10/2019,,,3295.6187,3,Netbanking,N,4
4395,U21544,63,,2020-07-19,,Germany,3464.6594,0,Debitcard,Unknown,5
4396,U03134,69,Other,29/10/2019,,India,6300.432,2,Cod,N,3
4397,U18454,80,M,09-07-2019,2021-08-02 00:00:00,,3058.1958,13,Unknown,Unknown,3
4398,U16743,10,F,not available,,Germany,3152.434,12,Unknown,Unknown,5
4399,U15434,46,Other,,,India,5503.14,9,Cod,Unknown,2
4400,U15007,58,M,not available,,Uk,7582.462,0,Cod,N,3
4401,U10233,44,Other,,,Germany,9433.705,11,Unknown,Y,0
4402,U16378,76,F,09-07-2019,,Germany,5267.1353,12,Credit card,Y,3
4403,U01141,44,Other,2020-07-19,2021-08-02 00:00:00,India,4587.4536,0,Cod,N,4
4404,U18019,18,Other,2020-07-19,,Uk,6372.4067,1,Upi,Y,5
4405,U20384,46,F,,,Germany,6341.7793,7,Creditcard,Y,3
4406,U10135,69,M,29/10/2019,2021-08-02 00:00:00,,2727.1458,9,Upi,Y,0
4407,U12966,65,,09-07-2019,,United states,9295.36,9,Unknown,N,2
4408,U03361,21,F,09-07-2019,2021-08-02 00:00:00,Germany,4341.969,7,Cod,Y,4
4409,U22967,80,,09-07-2019,,Germany,4157.019,14,Unknown,N,5
4410,U07835,80,M,not available,,,5825.896,2,Upi,Y,2
4411,U11172,13,Other,not available,,United states,5398.645,10,Debitcard,Y,2
4412,U16390,70,F,09-07-2019,2021-08-02 00:00:00,,2437.1406,0,Cod,Y,1
4413,U03267,54,Other,09-07-2019,,U.s.a,5988.665,1,Unknown,Unknown,4
4414,U06564,59,,not available,2021-08-02 00:00:00,,7460.49,5,Unknown,Unknown,5
4415,U26167,59,,,,,3832.9504,1,Cod,Unknown,5
4416,U21312,83,F,not available,2021-08-02 00:00:00,,2680.2832,10,Upi,N,3
4417,U27840,57,F,29/10/2019,,India,3044.1968,7,Upi,N,0
4418,U18990,32,,09-07-2019,2021-08-02 00:00:00,Germany,5455.0522,12,Credit card,Y,0
4419,U11411,17,F,,,Uk,3405.6548,11,Creditcard,Y,3
4420,U05906,,F,,2021-08-02 00:00:00,Germany,4580.724,2,Upi,N,5
4421,U16028,38,M,not available,,India,3816.7024,0,Debitcard,Y,3
4422,U19657,52,Other,,2021-08-02 00:00:00,Germany,7431.3594,10,Debitcard,Unknown,4
4423,U07611,62,Other,2020-07-19,,United states,8579.955,6,Credit card,Y,2
4424,U17297,15,F,not available,2021-08-02 00:00:00,Uk,7251.7065,4,Upi,Y,5
4425,U02011,33,M,not available,2021-08-02 00:00:00,India,3883.9722,8,Upi,Y,2
4426,U17826,83,F,not available,2021-08-02 00:00:00,India,6121.5674,7,Creditcard,N,3
4427,U21930,23,F,29/10/2019,2021-08-02 00:00:00,Uk,4262.8657,6,Creditcard,Unknown,5
4428,U11246,61,F,2020-07-19,,U.k.,3994.9602,4,Unknown,Y,2
4429,U13790,79,F,,2021-08-02 00:00:00,U.s.a,3546.0945,10,Unknown,Y,0
4430,U11738,13,F,09-07-2019,2021-08-02 00:00:00,U.s.a,3070.589,0,Creditcard,Y,2
4431,U28797,67,,2020-07-19,,U.k.,6243.7397,14,Creditcard,N,5
4432,U14730,88,F,not available,,U.s.a,6336.145,7,Creditcard,Y,5
4433,U29488,46,M,09-07-2019,,USA,3365.6223,5,Unknown,Unknown,5
4434,U11120,57,M,not available,2021-08-02 00:00:00,Germany,5575.8022,0,Unknown,Y,0
4435,U18213,48,M,29/10/2019,,USA,2850.0413,12,Creditcard,Y,3
4436,U08767,75,M,not available,,Germany,3966.9888,4,Netbanking,N,5
4437,U22852,22,F,2020-07-19,,Uk,872.97626,6,Cod,N,1
4438,U13703,75,M,29/10/2019,,India,7747.9263,2,Upi,N,3
4439,U00929,69,,not available,2021-08-02 00:00:00,India,8433.628,5,Upi,Y,0
4440,U11951,50,,2020-07-19,,U.s.a,3922.8145,11,Credit card,N,3
4441,U20083,41,M,,2021-08-02 00:00:00,USA,7953.8184,5,Upi,Unknown,3
4442,U26039,61,,not available,,,4085.8186,7,Unknown,N,3
4443,U27851,14,,29/10/2019,,,8431.075,14,Upi,N,5
4444,U15845,76,,,,India,9664.548,11,Cod,Y,5
4445,U29504,75,,not available,2021-08-02 00:00:00,Germany,3030.211,10,Upi,Unknown,3
4446,U17438,87,Other,,,United states,8298.268,3,Unknown,N,5
4447,U15747,61,,09-07-2019,,India,1921.4064,3,Unknown,N,3
4448,U05744,58,,09-07-2019,,Uk,6091.0107,7,Debitcard,Y,1
4449,U18284,38,,29/10/2019,,U.k.,4613.2876,13,Creditcard,Y,1
4450,U09649,47,Other,not available,2021-08-02 00:00:00,India,5249.7056,4,Netbanking,Unknown,5
4451,U06980,79,M,2020-07-19,,Uk,3856.2246,1,Netbanking,Y,4
4452,U07069,17,M,,,,5424.8784,10,Upi,N,2
4453,U09591,68,,2020-07-19,,Uk,7355.893,4,Netbanking,Y,0
4454,U19799,64,M,29/10/2019,,USA,7293.9355,7,Upi,Y,5
4455,U00442,11,M,,,India,3984.2166,0,Unknown,Y,0
4456,U28226,35,Other,not available,,Germany,6917.3867,1,Upi,Unknown,1
4457,U22602,72,Other,not available,2021-08-02 00:00:00,U.k.,4461.2153,5,Debitcard,Y,4
4458,U04652,26,M,2020-07-19,2021-08-02 00:00:00,,2949.3967,8,Creditcard,Y,5
4459,U24323,68,Other,2020-07-19,,United states,6277.1924,0,Cod,Y,0
4460,U24217,25,F,29/10/2019,,,6280.0146,7,Debitcard,Unknown,0
4461,U09370,67,F,29/10/2019,,Germany,5778.5034,14,Cod,Y,5
4462,U07597,73,M,,2021-08-02 00:00:00,U.k.,6776.922,14,Debitcard,N,5
4463,U14325,59,F,09-07-2019,,USA,3121.1875,7,Unknown,Y,0
4464,U04458,200,F,not available,,India,4189.452,7,Netbanking,N,5
4465,U06591,35,Other,,,Uk,6161.051,5,Unknown,Unknown,4
4466,U16346,26,M,09-07-2019,2021-08-02 00:00:00,,2875.9255,0,Upi,N,4
4467,U25833,55,,not available,,,6879.45,0,Upi,Y,2
4468,U11826,77,F,2020-07-19,,U.k.,4741.652,12,Upi,N,0
4469,U26417,59,,,,Germany,5378.513,14,Unknown,Unknown,5
4470,U18693,52,Other,29/10/2019,,,3515.7693,2,Debitcard,Y,4
4471,U14138,57,M,29/10/2019,,Germany,7215.8984,4,Creditcard,Unknown,3
4472,U22652,77,,,,,6130.1777,10,Upi,Y,5
4473,U17294,28,,not available,,Germany,3885.0872,14,Netbanking,N,3
4474,U20724,34,M,2020-07-19,,,3687.0427,5,Credit card,Unknown,2
4475,U29213,81,M,,,India,6079.848,12,Unknown,N,5
4476,U20393,27,M,09-07-2019,,India,2526.5234,0,Upi,Unknown,5
4477,U23012,60,M,2020-07-19,,Germany,6811.707,2,Cod,Unknown,5
4478,U02169,27,M,29/10/2019,,Germany,5678.3154,13,Debitcard,Y,1
4479,U18556,67,M,2020-07-19,,United states,5343.1904,0,Upi,Unknown,5
4480,U22052,73,F,not available,,,3935.6904,10,Debitcard,Y,2
4481,U06313,80,F,not available,,U.k.,7108.8623,0,Creditcard,Y,1
4482,U08315,66,F,2020-07-19,,,1925.976,14,Debitcard,Y,0
4483,U08036,26,Other,29/10/2019,2021-08-02 00:00:00,U.k.,2662.7715,3,Netbanking,Y,3
4484,U27734,68,M,2020-07-19,,U.k.,4244.134,1,Upi,Y,5
4485,U23173,76,F,29/10/2019,2021-08-02 00:00:00,,3036.8276,1,Cod,Unknown,5
4486,U00785,24,F,,,United states,3311.9937,6,Upi,Y,3
4487,U06139,35,,not available,2021-08-02 00:00:00,United states,6660.7417,14,Unknown,Y,1
4488,U06344,57,,2020-07-19,2021-08-02 00:00:00,United states,3697.6963,1,Upi,Y,3
4489,U18800,23,M,2020-07-19,,Uk,6740.632,11,Credit card,N,3
4490,U25372,20,M,29/10/2019,,U.s.a,4839.0713,1,Unknown,Y,5
4491,U28748,18,M,09-07-2019,2021-08-02 00:00:00,Germany,3297.7283,10,Netbanking,N,3
4492,U20538,16,M,29/10/2019,,India,4694.638,13,Upi,Y,5
4493,U14973,64,M,09-07-2019,,India,2877.2305,6,Creditcard,N,3
4494,U05619,21,M,2020-07-19,,U.s.a,5345.5376,8,Debitcard,N,0
4495,U01936,26,M,not available,,Uk,1614.2272,7,Upi,N,1
4496,U26732,82,F,,,Germany,4259.094,8,Creditcard,N,5
4497,U03807,17,Other,not available,,,3586.4595,11,Cod,Y,5
4498,U07151,51,M,not available,,USA,6089.454,5,Netbanking,Y,5
4499,U09493,85,,,,India,3880.5,0,Debitcard,Y,0
4500,U12355,46,Other,2020-07-19,,Uk,2134.2974,0,Netbanking,N,2
4501,U27716,29,F,29/10/2019,,,5693.819,10,Debitcard,N,2
4502,U03236,10,M,not available,,India,3153.7097,3,Upi,Unknown,0
4503,U15848,18,F,29/10/2019,,,3208.0103,5,Unknown,Unknown,3
4504,U02352,33,M,not available,,U.s.a,6090.023,2,Unknown,N,5
4505,U01932,43,F,2020-07-19,,India,3969.7202,11,Debitcard,N,5
4506,U10913,45,,29/10/2019,,,3798.5732,10,Netbanking,Y,5
4507,U08556,13,F,,,U.k.,6103.0044,10,Creditcard,N,3
4508,U21300,38,F,2020-07-19,,India,5491.3066,7,Upi,Unknown,3
4509,U05498,25,,,2021-08-02 00:00:00,India,5138.8877,14,Upi,N,0
4510,U10582,17,M,not available,,USA,96.34979,10,Upi,N,3
4511,U17330,48,Other,not available,,United states,6422.221,7,Upi,Y,2
4512,U13865,67,Other,,,Germany,1916.9176,2,Unknown,N,3
4513,U09569,21,F,not available,,Germany,4274.1943,0,Upi,Y,3
4514,U17823,53,F,not available,,U.s.a,5394.848,10,Upi,Y,3
4515,U27756,13,Other,,,,5296.288,10,Creditcard,N,2
4516,U24114,34,M,29/10/2019,,,6519.1426,2,Creditcard,Unknown,5
4517,U04857,79,,29/10/2019,,USA,6747.6133,0,Upi,Unknown,1
4518,U00340,76,M,2020-07-19,,India,1057.9011,8,Cod,Y,0
4519,U11181,48,F,,,Uk,5139.3237,4,Netbanking,Y,4
4520,U16766,33,M,2020-07-19,2021-08-02 00:00:00,India,5535.955,10,Debitcard,Unknown,1
4521,U29675,200,F,09-07-2019,,,420.20032,3,Debitcard,N,1
4522,U26132,15,F,not available,,,3398.407,7,Upi,N,1
4523,U08491,81,F,,2021-08-02 00:00:00,U.s.a,6501.1367,3,Cod,Y,2
4524,U00138,42,F,09-07-2019,,Uk,5367.4985,12,Netbanking,N,3
4525,U00358,57,,,2021-08-02 00:00:00,,4660.8457,6,Debitcard,Y,0
4526,U21315,76,,,2021-08-02 00:00:00,USA,4425.3994,9,Unknown,Unknown,0
4527,U09714,11,M,not available,2021-08-02 00:00:00,,1784.7877,1,Cod,N,4
